Datetime,Turbidity,Reading,Value,Unit,Data Quality
2025-05-18 14:56:16,33.68,2025-05-18 14:54:23,80.31,in,A
2025-05-18 15:41:15,35.17,2025-05-18 15:54:23,80.31,in,A
2025-05-18 16:41:15,34.68,2025-05-18 16:54:23,80.31,in,A
2025-05-18 17:41:15,36.21,2025-05-18 17:54:23,80.31,in,A
2025-05-19 06:56:18,31.62,2025-05-19 06:54:23,80.31,in,A
2025-05-19 07:41:17,32.58,2025-05-19 07:54:23,80.31,in,A
2025-05-19 07:56:17,32.95,2025-05-19 07:54:23,80.31,in,A
2025-05-19 08:41:17,32.09,2025-05-19 08:54:23,80.31,in,A
2025-05-19 08:56:17,31.95,2025-05-19 08:54:23,80.31,in,A
2025-05-19 09:41:17,34.43,2025-05-19 09:54:23,80.31,in,A
2025-05-19 09:56:18,33.82,2025-05-19 09:54:23,80.31,in,A
2025-05-19 10:41:17,33.22,2025-05-19 10:54:23,80.31,in,A
2025-05-19 10:56:17,33.43,2025-05-19 10:54:23,80.31,in,A
2025-05-19 11:41:18,33.8,2025-05-19 11:54:23,80.31,in,A
2025-05-19 11:56:18,33.55,2025-05-19 11:54:23,80.31,in,A
2025-05-19 12:41:18,34.21,2025-05-19 12:54:23,80.31,in,A
2025-05-19 12:56:18,33.75,2025-05-19 12:54:23,80.31,in,A
2025-05-19 13:41:19,33.64,2025-05-19 13:54:23,80.31,in,A
2025-05-19 14:41:18,33.56,2025-05-19 14:54:23,80.31,in,A
2025-05-19 14:56:18,32.49,2025-05-19 14:54:23,80.31,in,A
2025-05-19 15:41:18,33.3,2025-05-19 15:54:23,80.31,in,A
2025-05-19 15:56:18,33.72,2025-05-19 15:54:23,80.31,in,A
2025-05-19 16:41:19,32.33,2025-05-19 16:54:23,80.31,in,A
2025-05-19 16:56:18,33.95,2025-05-19 16:54:23,80.31,in,A
2025-05-19 17:41:18,32.93,2025-05-19 17:54:23,80.31,in,A
2025-05-20 06:56:20,30.05,2025-05-20 06:54:23,80.31,in,A
2025-05-20 07:41:19,29.85,2025-05-20 07:54:23,80.31,in,A
2025-05-20 07:56:19,31.06,2025-05-20 07:54:23,80.31,in,A
2025-05-20 08:41:20,30.07,2025-05-20 08:54:23,80.31,in,A
2025-05-20 08:56:20,30.95,2025-05-20 08:54:23,80.31,in,A
2025-05-20 09:41:19,30.31,2025-05-20 09:54:23,80.31,in,A
2025-05-20 09:56:19,30.32,2025-05-20 09:54:23,80.31,in,A
2025-05-20 10:41:19,31.0,2025-05-20 10:54:23,80.31,in,A
2025-05-20 10:56:19,29.87,2025-05-20 10:54:23,80.31,in,A
2025-05-20 11:41:20,30.34,2025-05-20 11:54:23,80.31,in,A
2025-05-20 11:56:20,30.09,2025-05-20 11:54:23,80.31,in,A
2025-05-20 12:41:19,31.39,2025-05-20 12:54:23,80.31,in,A
2025-05-20 12:56:19,32.76,2025-05-20 12:54:23,80.31,in,A
2025-05-20 13:41:20,31.41,2025-05-20 13:54:23,80.31,in,A
2025-05-20 13:56:21,30.32,2025-05-20 13:54:23,80.31,in,A
2025-05-20 14:41:21,29.22,2025-05-20 14:54:23,80.31,in,A
2025-05-20 14:56:21,30.87,2025-05-20 14:54:23,80.31,in,A
2025-05-20 15:41:21,30.86,2025-05-20 15:54:23,80.31,in,A
2025-05-20 15:56:21,31.14,2025-05-20 15:54:23,80.31,in,A
2025-05-20 16:41:22,30.47,2025-05-20 16:54:23,80.31,in,A
2025-05-20 16:56:21,31.7,2025-05-20 16:54:23,80.31,in,A
2025-05-20 17:41:21,31.18,2025-05-20 17:54:23,80.31,in,A
2025-05-21 06:56:24,29.14,2025-05-21 06:54:23,80.31,in,A
2025-05-21 07:41:23,27.8,2025-05-21 07:54:23,80.31,in,A
2025-05-21 07:56:23,29.31,2025-05-21 07:54:23,80.31,in,A
2025-05-21 08:41:23,28.92,2025-05-21 08:45:25,80.32,in,A
2025-05-21 08:56:23,28.56,2025-05-21 08:54:23,80.32,in,A
2025-05-21 09:40:11,28.47,2025-05-21 09:54:23,80.32,in,A
2025-05-21 09:41:24,28.47,2025-05-21 09:54:23,80.32,in,A
2025-05-21 09:56:24,30.4,2025-05-21 09:54:23,80.32,in,A
2025-05-21 10:41:23,29.41,2025-05-21 10:54:23,80.32,in,A
2025-05-21 10:56:23,27.86,2025-05-21 10:54:23,80.32,in,A
2025-05-21 11:41:24,28.94,2025-05-21 11:54:23,80.32,in,A
2025-05-21 11:56:23,29.17,2025-05-21 11:54:23,80.32,in,A
2025-05-21 12:41:23,31.76,2025-05-21 12:54:23,80.32,in,A
2025-05-21 12:56:24,27.81,2025-05-21 12:54:23,80.32,in,A
2025-05-21 13:41:23,30.4,2025-05-21 13:54:23,80.32,in,A
2025-05-21 13:56:24,30.1,2025-05-21 13:54:23,80.32,in,A
2025-05-21 14:41:23,29.16,2025-05-21 14:54:23,80.32,in,A
2025-05-21 14:56:23,29.63,2025-05-21 14:54:23,80.32,in,A
2025-05-21 15:41:24,29.02,2025-05-21 15:54:23,80.32,in,A
2025-05-21 15:56:23,29.62,2025-05-21 15:54:23,80.32,in,A
2025-05-21 16:41:23,29.75,2025-05-21 16:54:23,80.32,in,A
2025-05-21 16:56:24,29.4,2025-05-21 16:54:23,80.32,in,A
2025-05-21 17:41:23,29.47,2025-05-21 17:54:23,80.32,in,A
2025-05-22 06:56:24,27.76,2025-05-22 06:54:23,80.32,in,A
2025-05-22 07:41:25,28.24,2025-05-22 07:54:23,80.32,in,A
2025-05-22 07:56:24,27.39,2025-05-22 07:54:23,80.32,in,A
2025-05-22 08:41:25,29.22,2025-05-22 08:54:23,80.32,in,A
2025-05-22 08:56:25,28.07,2025-05-22 08:54:23,80.32,in,A
2025-05-22 09:41:25,28.35,2025-05-22 09:54:23,80.32,in,A
2025-05-22 09:56:25,28.05,2025-05-22 09:54:23,80.32,in,A
2025-05-22 10:41:25,29.76,2025-05-22 10:54:23,80.32,in,A
2025-05-22 10:56:26,29.02,2025-05-22 10:54:23,80.32,in,A
2025-05-22 11:41:26,27.91,2025-05-22 11:54:23,80.32,in,A
2025-05-22 11:56:26,28.92,2025-05-22 11:54:23,80.32,in,A
2025-05-22 12:41:27,30.96,2025-05-22 12:54:23,80.32,in,A
2025-05-22 12:56:27,28.19,2025-05-22 12:54:23,80.32,in,A
2025-05-22 15:41:27,32.49,2025-05-22 15:54:23,80.32,in,A
2025-05-22 16:41:27,32.25,2025-05-22 16:54:23,80.32,in,A
2025-05-22 17:41:28,31.67,2025-05-22 17:54:23,80.32,in,A
2025-05-22 17:51:39,31.67,2025-05-22 17:54:23,80.32,in,A
2025-05-23 06:56:30,32.48,2025-05-23 06:54:23,80.32,in,A
2025-05-23 07:41:31,31.73,2025-05-23 07:54:23,80.32,in,A
2025-05-23 07:56:31,31.42,2025-05-23 07:54:23,80.32,in,A
2025-05-23 08:41:31,31.49,2025-05-23 08:54:23,80.32,in,A
2025-05-23 08:56:31,31.43,2025-05-23 08:54:23,80.32,in,A
2025-05-23 09:41:32,31.04,2025-05-23 09:54:23,80.32,in,A
2025-05-23 09:56:32,32.05,2025-05-23 09:54:23,80.32,in,A
2025-05-23 10:41:33,30.56,2025-05-23 10:54:23,80.32,in,A
2025-05-23 10:56:32,30.58,2025-05-23 10:54:23,80.32,in,A
2025-05-23 11:41:32,31.02,2025-05-23 11:54:23,80.32,in,A
2025-05-23 11:56:33,31.75,2025-05-23 11:54:23,80.32,in,A
2025-05-23 12:41:32,31.49,2025-05-23 12:54:23,80.32,in,A
2025-05-23 12:56:32,32.41,2025-05-23 12:54:23,80.32,in,A
2025-05-23 12:57:51,32.41,2025-05-23 12:54:23,80.32,in,A
2025-05-23 13:41:33,32.42,2025-05-23 13:54:23,80.32,in,A
2025-05-23 13:56:33,31.51,2025-05-23 13:54:23,80.32,in,A
2025-05-23 14:41:32,32.38,2025-05-23 14:54:23,80.32,in,A
2025-05-23 14:56:32,33.23,2025-05-23 14:54:23,80.32,in,A
2025-05-23 15:41:32,31.8,2025-05-23 15:54:23,80.32,in,A
2025-05-23 15:56:32,31.48,2025-05-23 15:54:23,80.32,in,A
2025-05-23 16:41:33,32.37,2025-05-23 16:54:23,80.32,in,A
2025-05-23 16:56:32,31.84,2025-05-23 16:54:23,80.32,in,A
2025-05-23 17:41:32,32.35,2025-05-23 17:54:23,80.32,in,A
2025-05-24 06:56:34,31.39,2025-05-24 06:54:23,80.32,in,A
2025-05-24 07:41:35,32.48,2025-05-24 07:54:23,80.32,in,A
2025-05-24 07:56:34,31.34,2025-05-24 07:54:23,80.32,in,A
2025-05-24 08:41:34,31.24,2025-05-24 08:54:23,80.32,in,A
2025-05-24 08:56:35,32.17,2025-05-24 08:54:23,80.32,in,A
2025-05-24 09:41:34,32.38,2025-05-24 09:54:23,80.32,in,A
2025-05-24 09:56:34,30.4,2025-05-24 09:54:23,80.32,in,A
2025-05-24 10:41:34,32.17,2025-05-24 10:54:23,80.32,in,A
2025-05-24 10:56:34,31.61,2025-05-24 10:54:23,80.32,in,A
2025-05-24 11:41:35,33.21,2025-05-24 11:54:23,80.32,in,A
2025-05-24 11:56:34,31.53,2025-05-24 11:54:23,80.32,in,A
2025-05-24 12:41:34,32.08,2025-05-24 12:54:23,80.32,in,A
2025-05-24 12:56:35,33.72,2025-05-24 12:54:23,80.32,in,A
2025-05-24 13:41:35,32.4,2025-05-24 13:54:23,80.32,in,A
2025-05-24 13:56:34,32.96,2025-05-24 13:54:23,80.32,in,A
2025-05-24 14:41:34,31.5,2025-05-24 14:54:23,80.32,in,A
2025-05-24 14:56:35,31.76,2025-05-24 14:54:23,80.32,in,A
2025-05-24 15:40:13,33.99,2025-05-24 15:54:23,80.32,in,A
2025-05-24 15:41:35,33.99,2025-05-24 15:54:23,80.32,in,A
2025-05-24 15:56:35,33.07,2025-05-24 15:54:23,80.32,in,A
2025-05-24 16:41:35,31.83,2025-05-24 16:54:23,80.32,in,A
2025-05-24 16:56:35,32.28,2025-05-24 16:54:23,80.32,in,A
2025-05-24 17:41:36,32.02,2025-05-24 17:54:23,80.32,in,A
2025-05-25 06:56:39,32.24,2025-05-25 06:54:23,80.32,in,A
2025-05-25 07:41:40,33.0,2025-05-25 07:54:23,80.32,in,A
2025-05-25 07:56:40,32.49,2025-05-25 07:54:23,80.32,in,A
2025-05-25 08:41:39,32.68,2025-05-25 08:54:23,80.32,in,A
2025-05-25 08:56:40,31.43,2025-05-25 08:54:23,80.32,in,A
2025-05-25 09:41:40,31.82,2025-05-25 09:54:23,80.32,in,A
2025-05-25 09:56:40,30.91,2025-05-25 09:54:23,80.32,in,A
2025-05-25 10:41:41,31.65,2025-05-25 10:54:23,80.32,in,A
2025-05-25 10:56:41,31.92,2025-05-25 10:54:23,80.32,in,A
2025-05-25 11:41:41,32.01,2025-05-25 11:54:23,80.32,in,A
2025-05-25 11:56:41,31.13,2025-05-25 11:54:23,80.32,in,A
2025-05-25 12:41:42,32.63,2025-05-25 12:54:23,80.32,in,A
2025-05-25 12:56:41,33.11,2025-05-25 12:54:23,80.32,in,A
2025-05-25 13:41:41,33.35,2025-05-25 13:54:23,80.32,in,A
2025-05-25 13:56:41,33.06,2025-05-25 13:54:23,80.32,in,A
2025-05-25 14:41:42,32.71,2025-05-25 14:54:23,80.32,in,A
2025-05-25 14:56:41,33.4,2025-05-25 14:54:23,80.32,in,A
2025-05-25 15:41:41,32.73,2025-05-25 15:54:23,80.32,in,A
2025-05-25 15:56:42,32.32,2025-05-25 15:54:23,80.32,in,A
2025-05-25 16:41:41,32.0,2025-05-25 16:54:23,80.32,in,A
2025-05-25 16:56:42,32.44,2025-05-25 16:54:23,80.32,in,A
2025-05-25 17:41:42,32.36,2025-05-25 17:54:23,80.32,in,A
2025-05-26 06:56:46,30.99,2025-05-26 06:54:23,80.32,in,A
2025-05-26 07:41:46,31.98,2025-05-26 07:54:23,80.32,in,A
2025-05-26 07:56:46,30.31,2025-05-26 07:54:23,80.32,in,A
2025-05-26 08:41:46,30.45,2025-05-26 08:54:23,80.32,in,A
2025-05-26 08:56:46,32.14,2025-05-26 08:54:23,80.32,in,A
2025-05-26 09:41:47,31.91,2025-05-26 09:54:23,80.32,in,A
2025-05-26 09:56:47,32.2,2025-05-26 09:54:23,80.32,in,A
2025-05-26 10:41:46,30.84,2025-05-26 10:54:23,80.32,in,A
2025-05-26 10:56:47,30.92,2025-05-26 10:54:23,80.32,in,A
2025-05-26 11:41:47,30.92,2025-05-26 11:54:23,80.32,in,A
2025-05-26 11:47:37,30.92,2025-05-26 11:54:23,80.32,in,A
2025-05-26 11:51:08,30.92,2025-05-26 11:54:23,80.32,in,A
2025-05-26 11:56:47,31.65,2025-05-26 11:57:43,80.33,in,A
2025-05-26 12:11:47,32.23,2025-05-26 12:08:19,80.37,in,A
2025-05-26 12:19:21,32.23,2025-05-26 12:08:19,80.37,in,A
2025-05-26 12:21:08,32.23,2025-05-26 12:08:19,80.37,in,A
2025-05-26 12:41:47,29.64,2025-05-26 12:52:52,80.38,in,A
2025-05-26 12:56:47,32.98,2025-05-26 12:52:52,80.38,in,A
2025-05-26 13:11:47,31.36,2025-05-26 13:11:41,80.45,in,A
2025-05-26 13:26:47,31.27,2025-05-26 13:26:41,80.5,in,A
2025-05-26 13:41:47,30.78,2025-05-26 13:54:23,80.5,in,A
2025-05-26 13:56:48,29.69,2025-05-26 13:54:23,80.5,in,A
2025-05-26 14:41:47,32.64,2025-05-26 14:54:23,80.5,in,A
2025-05-26 14:56:47,29.87,2025-05-26 14:54:23,80.5,in,A
2025-05-26 15:41:47,30.79,2025-05-26 15:54:23,80.5,in,A
2025-05-26 15:56:47,30.37,2025-05-26 15:54:23,80.5,in,A
2025-05-26 16:41:48,30.41,2025-05-26 16:54:23,80.5,in,A
2025-05-26 16:56:48,32.04,2025-05-26 16:54:23,80.5,in,A
2025-05-26 17:41:48,31.88,2025-05-26 17:54:23,80.5,in,A
2025-05-27 07:11:51,33.22,2025-05-27 07:11:27,81.72,in,A
2025-05-27 07:26:51,34.19,2025-05-27 07:22:52,81.75,in,A
2025-05-27 07:41:50,33.3,2025-05-27 07:54:23,81.75,in,A
2025-05-27 07:56:50,33.13,2025-05-27 07:54:23,81.75,in,A
2025-05-27 08:11:50,33.21,2025-05-27 08:06:52,81.76,in,A
2025-05-27 08:41:51,33.6,2025-05-27 08:54:23,81.76,in,A
2025-05-27 08:56:50,31.99,2025-05-27 08:54:23,81.76,in,A
2025-05-27 09:41:50,32.84,2025-05-27 09:54:23,81.76,in,A
2025-05-27 09:56:50,30.83,2025-05-27 09:54:23,81.76,in,A
2025-05-27 10:41:51,33.0,2025-05-27 10:54:23,81.76,in,A
2025-05-27 11:41:50,31.77,2025-05-27 11:54:23,81.76,in,A
2025-05-27 12:40:29,32.3,2025-05-27 12:54:23,81.76,in,A
2025-05-27 12:41:51,32.3,2025-05-27 12:54:23,81.76,in,A
2025-05-27 12:56:50,32.34,2025-05-27 12:54:23,81.76,in,A
2025-05-27 13:41:50,32.06,2025-05-27 13:54:23,81.76,in,A
2025-05-27 13:56:51,33.23,2025-05-27 13:54:23,81.76,in,A
2025-05-27 14:41:51,40.85,2025-05-27 14:54:23,81.76,in,A
2025-05-27 15:41:52,33.3,2025-05-27 15:54:23,81.76,in,A
2025-05-27 15:56:52,32.32,2025-05-27 15:54:23,81.76,in,A
2025-05-27 15:59:30,32.32,2025-05-27 15:54:23,81.76,in,A
2025-05-27 15:59:48,32.32,2025-05-27 15:54:23,81.76,in,A
2025-05-27 16:41:52,35.2,2025-05-27 16:54:23,81.76,in,A
2025-05-27 17:41:52,31.87,2025-05-27 17:54:23,81.76,in,A
2025-05-28 07:41:57,34.06,2025-05-28 07:54:23,81.76,in,A
2025-05-28 08:41:56,36.76,2025-05-28 08:54:23,81.76,in,A
2025-05-28 09:41:56,36.42,2025-05-28 09:54:23,81.76,in,A
2025-05-28 10:41:56,39.6,2025-05-28 10:54:23,81.76,in,A
2025-05-28 11:41:56,36.35,2025-05-28 11:54:23,81.76,in,A
2025-05-28 12:41:56,40.89,2025-05-28 12:54:23,81.76,in,A
2025-05-28 13:11:56,49.34,2025-05-28 13:14:22,81.79,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:26:50,82.01,in,A
2025-05-28 13:41:56,44.74,2025-05-28 13:41:51,82.42,in,A
2025-05-28 14:11:57,39.07,2025-05-28 14:11:23,82.58,in,A
2025-05-28 14:26:57,38.98,2025-05-28 14:26:08,82.67,in,A
2025-05-28 14:41:57,40.33,2025-05-28 14:39:44,82.71,in,A
2025-05-28 15:11:57,40.1,2025-05-28 15:20:28,82.75,in,A
2025-05-28 15:26:58,38.69,2025-05-28 15:32:33,82.76,in,A
2025-05-28 15:41:58,36.7,2025-05-28 15:32:33,82.76,in,A
2025-05-28 16:11:57,37.49,2025-05-28 16:02:30,82.77,in,A
2025-05-28 16:41:57,37.35,2025-05-28 16:54:23,82.77,in,A
2025-05-28 17:41:58,37.95,2025-05-28 17:54:23,82.77,in,A
2025-05-29 07:42:01,38.5,2025-05-29 07:54:23,82.77,in,A
2025-05-29 08:42:01,44.8,2025-05-29 08:54:23,82.77,in,A
2025-05-29 09:42:01,45.44,2025-05-29 09:54:23,82.77,in,A
2025-05-29 10:41:56,40.46,2025-05-29 10:54:23,82.77,in,A
2025-05-29 10:42:13,40.46,2025-05-29 10:54:23,82.77,in,A
2025-05-29 10:42:30,40.46,2025-05-29 10:54:23,82.77,in,A
2025-05-29 10:47:40,40.46,2025-05-29 10:54:23,82.77,in,A
2025-05-29 10:47:56,40.46,2025-05-29 10:54:23,82.77,in,A
2025-05-29 10:48:13,40.46,2025-05-29 10:54:23,82.77,in,A
2025-05-29 11:39:44,42.63,2025-05-29 11:54:23,82.77,in,A
2025-05-29 12:39:44,45.43,2025-05-29 12:54:23,82.77,in,A
2025-05-29 13:39:45,36.28,2025-05-29 13:54:23,82.77,in,A
2025-05-29 14:39:45,33.82,2025-05-29 14:54:23,82.77,in,A
2025-05-29 15:39:45,39.51,2025-05-29 15:54:23,82.77,in,A
2025-05-29 16:39:45,40.5,2025-05-29 16:54:23,82.77,in,A
2025-05-29 17:39:45,40.33,2025-05-29 17:54:23,82.77,in,A
2025-05-30 08:39:48,91.48,2025-05-30 08:54:23,82.77,in,A
2025-06-01 09:39:59,47.52,2025-06-01 09:54:23,82.77,in,A
2025-06-01 10:39:59,37.24,2025-06-01 10:54:23,82.77,in,A
2025-06-01 11:40:00,44.24,2025-06-01 11:54:23,82.77,in,A
2025-06-01 12:40:00,39.98,2025-06-01 12:54:23,82.77,in,A
2025-06-01 13:40:01,34.09,2025-06-01 13:54:23,82.77,in,A
2025-06-01 15:40:02,99.96,2025-06-01 15:54:23,82.77,in,A
2025-06-01 16:40:02,33.62,2025-06-01 16:54:23,82.77,in,A
2025-06-01 17:40:03,32.91,2025-06-01 17:54:23,82.77,in,A
2025-06-02 06:55:05,30.98,2025-06-02 06:54:23,82.77,in,A
2025-06-02 07:40:05,28.86,2025-06-02 07:54:23,82.77,in,A
2025-06-02 07:55:06,29.39,2025-06-02 07:54:23,82.77,in,A
2025-06-02 08:40:05,28.51,2025-06-02 08:54:23,82.77,in,A
2025-06-02 09:40:06,32.03,2025-06-02 09:54:23,82.77,in,A
2025-06-02 09:55:05,31.57,2025-06-02 09:54:23,82.77,in,A
2025-06-02 10:40:05,37.8,2025-06-02 10:54:23,82.77,in,A
2025-06-02 10:55:05,33.09,2025-06-02 10:54:23,82.77,in,A
2025-06-02 11:40:06,41.81,2025-06-02 11:54:23,82.77,in,A
2025-06-02 11:55:06,29.69,2025-06-02 11:54:23,82.77,in,A
2025-06-02 12:40:06,41.59,2025-06-02 12:54:23,82.77,in,A
2025-06-02 12:55:06,29.59,2025-06-02 12:54:23,82.77,in,A
2025-06-02 13:40:06,28.46,2025-06-02 13:54:23,82.77,in,A
2025-06-02 13:55:07,29.57,2025-06-02 13:54:23,82.77,in,A
2025-06-02 14:40:07,37.04,2025-06-02 14:54:23,82.77,in,A
2025-06-02 14:55:07,28.17,2025-06-02 14:54:23,82.77,in,A
2025-06-02 14:56:26,28.17,2025-06-02 14:54:23,82.77,in,A
2025-06-02 15:40:08,28.68,2025-06-02 15:54:23,82.77,in,A
2025-06-02 15:55:08,29.61,2025-06-02 15:54:23,82.77,in,A
2025-06-02 16:40:09,83.92,2025-06-02 16:54:23,82.77,in,A
2025-06-02 16:55:09,30.44,2025-06-02 16:54:23,82.77,in,A
2025-06-02 17:40:09,29.19,2025-06-02 17:54:23,82.77,in,A
2025-06-03 06:55:11,28.1,2025-06-03 06:54:23,82.77,in,A
2025-06-03 07:40:10,29.13,2025-06-03 07:54:23,82.77,in,A
2025-06-03 07:55:10,29.21,2025-06-03 07:54:23,82.77,in,A
2025-06-03 08:40:10,28.59,2025-06-03 08:54:23,82.77,in,A
2025-06-03 08:55:11,28.24,2025-06-03 08:54:23,82.77,in,A
2025-06-03 09:40:10,29.64,2025-06-03 09:54:23,82.77,in,A
2025-06-03 10:40:11,29.88,2025-06-03 10:54:23,82.77,in,A
2025-06-03 10:43:54,29.88,2025-06-03 10:54:23,82.77,in,A
2025-06-03 10:55:12,31.49,2025-06-03 10:54:23,82.77,in,A
2025-06-03 11:40:12,28.29,2025-06-03 11:54:23,82.77,in,A
2025-06-03 11:55:12,29.36,2025-06-03 11:54:23,82.77,in,A
2025-06-03 12:40:13,53.31,2025-06-03 12:54:23,82.77,in,A
2025-06-03 12:55:13,28.84,2025-06-03 12:54:23,82.77,in,A
2025-06-03 13:40:13,28.97,2025-06-03 13:54:23,82.77,in,A
2025-06-03 13:55:13,29.54,2025-06-03 13:54:23,82.77,in,A
2025-06-03 14:40:13,29.62,2025-06-03 14:54:23,82.77,in,A
2025-06-03 14:55:14,28.36,2025-06-03 14:54:23,82.77,in,A
2025-06-03 15:40:13,29.01,2025-06-03 15:54:23,82.77,in,A
2025-06-03 15:55:13,27.82,2025-06-03 15:54:23,82.77,in,A
2025-06-03 16:40:13,46.07,2025-06-03 16:54:23,82.77,in,A
2025-06-03 16:55:13,30.14,2025-06-03 16:54:23,82.77,in,A
2025-06-03 17:40:13,28.77,2025-06-03 17:54:23,82.77,in,A
2025-06-04 06:55:17,28.85,2025-06-04 06:54:23,82.77,in,A
2025-06-04 07:40:16,91.23,2025-06-04 07:54:23,82.77,in,A
2025-06-04 07:55:16,30.04,2025-06-04 07:54:23,82.77,in,A
2025-06-04 08:40:16,28.5,2025-06-04 08:54:23,82.77,in,A
2025-06-04 08:55:17,28.14,2025-06-04 08:54:23,82.77,in,A
2025-06-04 09:40:17,83.04,2025-06-04 09:54:23,82.77,in,A
2025-06-04 09:55:17,27.25,2025-06-04 09:54:23,82.77,in,A
2025-06-04 10:40:16,27.3,2025-06-04 10:54:23,82.77,in,A
2025-06-04 10:55:16,28.21,2025-06-04 10:54:23,82.77,in,A
2025-06-04 11:40:17,28.36,2025-06-04 11:54:23,82.77,in,A
2025-06-04 12:40:17,29.63,2025-06-04 12:54:23,82.77,in,A
2025-06-04 12:55:17,31.64,2025-06-04 12:54:23,82.77,in,A
2025-06-04 13:40:17,28.29,2025-06-04 13:54:23,82.77,in,A
2025-06-04 13:55:17,31.08,2025-06-04 13:54:23,82.77,in,A
2025-06-04 14:40:18,29.31,2025-06-04 14:54:23,82.77,in,A
2025-06-04 14:55:18,28.75,2025-06-04 14:54:23,82.77,in,A
2025-06-04 15:40:18,27.64,2025-06-04 15:54:23,82.77,in,A
2025-06-04 15:55:18,28.7,2025-06-04 15:54:23,82.77,in,A
2025-06-04 16:40:19,29.29,2025-06-04 16:54:23,82.77,in,A
2025-06-04 16:55:19,28.41,2025-06-04 16:54:23,82.77,in,A
2025-06-04 17:40:19,34.76,2025-06-04 17:54:23,82.77,in,A
2025-06-05 06:55:21,28.46,2025-06-05 06:54:23,82.77,in,A
2025-06-05 07:40:20,29.86,2025-06-05 07:54:23,82.77,in,A
2025-06-05 07:55:20,28.24,2025-06-05 07:54:23,82.77,in,A
2025-06-05 08:40:21,33.23,2025-06-05 08:54:23,82.77,in,A
2025-06-05 08:55:20,29.91,2025-06-05 08:54:23,82.77,in,A
2025-06-05 09:40:20,33.41,2025-06-05 09:54:23,82.77,in,A
2025-06-05 09:55:20,28.13,2025-06-05 09:54:23,82.77,in,A
2025-06-05 10:40:21,28.42,2025-06-05 10:54:23,82.77,in,A
2025-06-05 11:40:20,28.98,2025-06-05 11:54:23,82.77,in,A
2025-06-05 11:55:20,28.87,2025-06-05 11:54:23,82.77,in,A
2025-06-05 12:40:21,28.68,2025-06-05 12:54:23,82.77,in,A
2025-06-05 12:55:21,28.94,2025-06-05 12:54:23,82.77,in,A
2025-06-05 13:40:21,28.79,2025-06-05 13:54:23,82.77,in,A
2025-06-05 13:55:21,27.65,2025-06-05 13:54:23,82.77,in,A
2025-06-05 14:40:21,28.72,2025-06-05 14:54:23,82.77,in,A
2025-06-05 14:55:21,30.4,2025-06-05 14:54:23,82.77,in,A
2025-06-05 15:40:22,30.39,2025-06-05 15:54:23,82.77,in,A
2025-06-05 15:55:22,29.07,2025-06-05 15:54:23,82.77,in,A
2025-06-05 16:40:21,32.54,2025-06-05 16:54:23,82.77,in,A
2025-06-05 17:40:22,62.3,2025-06-05 17:54:23,82.77,in,A
