Datetime,Turbidity,RoundedTime,Receive,Value,Unit,Data Quality
2025-05-10 09:55:33,33.12,2025-05-10 10:00:00,,,,
2025-05-10 10:10:33,33.57,2025-05-10 10:15:00,,,,
2025-05-10 10:25:33,33.68,2025-05-10 10:30:00,,,,
2025-05-10 10:40:33,33.61,2025-05-10 10:45:00,,,,
2025-05-10 10:55:34,33.67,2025-05-10 11:00:00,,,,
2025-05-10 11:10:34,32.78,2025-05-10 11:15:00,,,,
2025-05-10 11:25:34,33.91,2025-05-10 11:30:00,,,,
2025-05-10 11:40:34,33.54,2025-05-10 11:45:00,,,,
2025-05-10 11:55:33,32.8,2025-05-10 12:00:00,,,,
2025-05-10 12:10:33,32.85,2025-05-10 12:15:00,,,,
2025-05-10 12:25:33,33.23,2025-05-10 12:30:00,,,,
2025-05-10 12:40:33,32.98,2025-05-10 12:45:00,,,,
2025-05-10 12:55:34,32.59,2025-05-10 13:00:00,,,,
2025-05-10 13:10:33,32.34,2025-05-10 13:15:00,,,,
2025-05-10 13:25:33,33.36,2025-05-10 13:30:00,,,,
2025-05-10 13:40:33,32.91,2025-05-10 13:45:00,,,,
2025-05-10 13:55:33,33.03,2025-05-10 14:00:00,,,,
2025-05-10 14:10:33,33.52,2025-05-10 14:15:00,,,,
2025-05-10 14:25:34,34.32,2025-05-10 14:30:00,,,,
2025-05-10 14:40:34,34.15,2025-05-10 14:45:00,,,,
2025-05-10 14:55:33,32.03,2025-05-10 15:00:00,,,,
2025-05-10 15:10:33,33.43,2025-05-10 15:15:00,,,,
2025-05-10 15:25:34,33.17,2025-05-10 15:30:00,,,,
2025-05-10 15:40:34,32.98,2025-05-10 15:45:00,,,,
2025-05-10 15:55:34,33.06,2025-05-10 16:00:00,,,,
2025-05-10 16:10:34,33.37,2025-05-10 16:15:00,,,,
2025-05-10 16:25:34,32.87,2025-05-10 16:30:00,,,,
2025-05-10 16:40:34,33.82,2025-05-10 16:45:00,,,,
2025-05-10 16:55:34,33.41,2025-05-10 17:00:00,,,,
2025-05-10 17:10:34,33.58,2025-05-10 17:15:00,,,,
2025-05-10 17:25:35,33.71,2025-05-10 17:30:00,,,,
2025-05-10 17:40:35,32.84,2025-05-10 17:45:00,,,,
2025-05-11 06:55:40,31.52,2025-05-11 07:00:00,,,,
2025-05-11 07:10:10,31.82,2025-05-11 07:15:00,,,,
2025-05-11 07:10:40,31.82,2025-05-11 07:15:00,,,,
2025-05-11 07:12:01,31.82,2025-05-11 07:15:00,,,,
2025-05-11 07:25:40,32.25,2025-05-11 07:30:00,,,,
2025-05-11 07:39:28,32.62,2025-05-11 07:45:00,,,,
2025-05-11 07:40:40,32.62,2025-05-11 07:45:00,,,,
2025-05-11 07:55:40,31.97,2025-05-11 08:00:00,,,,
2025-05-11 08:10:40,31.61,2025-05-11 08:15:00,,,,
2025-05-11 08:25:40,32.18,2025-05-11 08:30:00,,,,
2025-05-11 08:40:40,33.9,2025-05-11 08:45:00,,,,
2025-05-11 08:55:40,32.26,2025-05-11 09:00:00,,,,
2025-05-11 09:10:40,32.72,2025-05-11 09:15:00,,,,
2025-05-11 09:25:40,31.45,2025-05-11 09:30:00,,,,
2025-05-11 09:40:40,31.0,2025-05-11 09:45:00,,,,
2025-05-11 09:55:40,30.77,2025-05-11 10:00:00,,,,
2025-05-11 10:10:40,31.56,2025-05-11 10:15:00,,,,
2025-05-11 10:25:41,32.28,2025-05-11 10:30:00,,,,
2025-05-11 10:40:41,32.92,2025-05-11 10:45:00,,,,
2025-05-11 10:55:41,31.53,2025-05-11 11:00:00,,,,
2025-05-11 11:10:40,31.58,2025-05-11 11:15:00,,,,
2025-05-11 11:25:40,32.48,2025-05-11 11:30:00,,,,
2025-05-11 11:40:40,32.0,2025-05-11 11:45:00,,,,
2025-05-11 11:55:41,32.76,2025-05-11 12:00:00,,,,
2025-05-11 12:10:41,33.78,2025-05-11 12:15:00,,,,
2025-05-11 12:25:40,31.6,2025-05-11 12:30:00,,,,
2025-05-11 12:40:40,32.41,2025-05-11 12:45:00,,,,
2025-05-11 12:55:40,30.79,2025-05-11 13:00:00,,,,
2025-05-11 13:10:41,31.97,2025-05-11 13:15:00,,,,
2025-05-11 13:25:40,30.62,2025-05-11 13:30:00,,,,
2025-05-11 13:40:40,32.11,2025-05-11 13:45:00,,,,
2025-05-11 13:55:40,30.17,2025-05-11 14:00:00,,,,
2025-05-11 14:10:40,32.3,2025-05-11 14:15:00,,,,
2025-05-11 14:25:40,31.79,2025-05-11 14:30:00,,,,
2025-05-11 14:40:41,30.96,2025-05-11 14:45:00,,,,
2025-05-11 14:55:41,32.39,2025-05-11 15:00:00,,,,
2025-05-11 15:10:40,31.75,2025-05-11 15:15:00,,,,
2025-05-11 15:25:40,32.07,2025-05-11 15:30:00,,,,
2025-05-11 15:40:40,33.84,2025-05-11 15:45:00,,,,
2025-05-11 15:45:16,33.84,2025-05-11 15:45:00,,,,
2025-05-11 15:50:49,33.84,2025-05-11 15:45:00,,,,
2025-05-11 15:55:40,31.62,2025-05-11 16:00:00,,,,
2025-05-11 16:10:40,32.37,2025-05-11 16:15:00,,,,
2025-05-11 16:25:41,31.96,2025-05-11 16:30:00,,,,
2025-05-11 16:40:41,32.56,2025-05-11 16:45:00,,,,
2025-05-11 16:55:41,30.57,2025-05-11 17:00:00,,,,
2025-05-11 17:10:41,31.06,2025-05-11 17:15:00,,,,
2025-05-11 17:25:41,32.88,2025-05-11 17:30:00,,,,
2025-05-11 17:40:41,31.21,2025-05-11 17:45:00,,,,
2025-05-12 06:55:44,31.09,2025-05-12 07:00:00,,,,
2025-05-12 07:10:44,31.03,2025-05-12 07:15:00,,,,
2025-05-12 07:25:44,31.57,2025-05-12 07:30:00,,,,
2025-05-12 07:40:44,30.63,2025-05-12 07:45:00,,,,
2025-05-12 07:55:44,31.53,2025-05-12 08:00:00,,,,
2025-05-12 08:10:44,31.32,2025-05-12 08:15:00,,,,
2025-05-12 08:25:45,32.95,2025-05-12 08:30:00,,,,
2025-05-12 08:40:45,30.68,2025-05-12 08:45:00,,,,
2025-05-12 08:55:45,31.89,2025-05-12 09:00:00,,,,
2025-05-12 09:10:45,31.4,2025-05-12 09:15:00,,,,
2025-05-12 09:25:46,32.16,2025-05-12 09:30:00,,,,
2025-05-12 09:40:46,31.17,2025-05-12 09:45:00,,,,
2025-05-12 09:55:46,31.0,2025-05-12 10:00:00,,,,
2025-05-12 10:10:46,31.96,2025-05-12 10:15:00,,,,
2025-05-12 10:25:46,33.32,2025-05-12 10:30:00,,,,
2025-05-12 10:40:46,31.67,2025-05-12 10:45:00,,,,
2025-05-12 10:55:46,32.0,2025-05-12 11:00:00,,,,
2025-05-12 11:10:47,31.52,2025-05-12 11:15:00,,,,
2025-05-12 11:25:47,31.99,2025-05-12 11:30:00,,,,
2025-05-12 11:40:47,32.73,2025-05-12 11:45:00,,,,
2025-05-12 11:55:47,32.12,2025-05-12 12:00:00,,,,
2025-05-12 12:10:47,31.09,2025-05-12 12:15:00,,,,
2025-05-12 12:25:47,30.74,2025-05-12 12:30:00,,,,
2025-05-12 12:40:47,31.89,2025-05-12 12:45:00,,,,
2025-05-12 12:55:48,32.19,2025-05-12 13:00:00,,,,
2025-05-12 13:10:48,32.03,2025-05-12 13:15:00,,,,
2025-05-12 13:25:47,31.1,2025-05-12 13:30:00,,,,
2025-05-12 13:40:47,31.2,2025-05-12 13:45:00,,,,
2025-05-12 13:55:47,31.44,2025-05-12 14:00:00,,,,
2025-05-12 14:10:47,30.98,2025-05-12 14:15:00,,,,
2025-05-12 14:25:48,32.1,2025-05-12 14:30:00,,,,
2025-05-12 14:36:46,32.1,2025-05-12 14:30:00,,,,
2025-05-12 14:40:48,31.63,2025-05-12 14:45:00,,,,
2025-05-12 14:55:48,32.1,2025-05-12 15:00:00,,,,
2025-05-12 15:10:48,30.82,2025-05-12 15:15:00,,,,
2025-05-12 15:25:48,31.32,2025-05-12 15:30:00,,,,
2025-05-12 15:40:48,31.72,2025-05-12 15:45:00,,,,
2025-05-12 15:55:49,31.46,2025-05-12 16:00:00,,,,
2025-05-12 16:10:49,32.32,2025-05-12 16:15:00,,,,
2025-05-12 16:25:49,32.07,2025-05-12 16:30:00,,,,
2025-05-12 16:40:49,32.59,2025-05-12 16:45:00,,,,
2025-05-12 16:55:49,31.68,2025-05-12 17:00:00,,,,
2025-05-12 17:10:49,32.34,2025-05-12 17:15:00,,,,
2025-05-12 17:25:49,31.63,2025-05-12 17:30:00,,,,
2025-05-12 17:40:49,31.4,2025-05-12 17:45:00,,,,
2025-05-13 06:55:52,32.03,2025-05-13 07:00:00,,,,
2025-05-13 07:10:52,32.1,2025-05-13 07:15:00,,,,
2025-05-13 07:25:52,32.45,2025-05-13 07:30:00,,,,
2025-05-13 07:40:51,32.44,2025-05-13 07:45:00,,,,
2025-05-13 07:55:51,31.82,2025-05-13 08:00:00,,,,
2025-05-13 08:10:51,32.56,2025-05-13 08:15:00,,,,
2025-05-13 08:25:51,32.06,2025-05-13 08:30:00,,,,
2025-05-13 08:40:51,32.52,2025-05-13 08:45:00,,,,
2025-05-13 08:55:52,32.39,2025-05-13 09:00:00,,,,
2025-05-13 09:10:51,32.62,2025-05-13 09:15:00,,,,
2025-05-13 09:25:52,32.25,2025-05-13 09:30:00,,,,
2025-05-13 09:40:52,33.63,2025-05-13 09:45:00,,,,
2025-05-13 09:55:51,32.94,2025-05-13 10:00:00,,,,
2025-05-13 10:10:51,31.88,2025-05-13 10:15:00,,,,
2025-05-13 10:25:51,33.12,2025-05-13 10:30:00,,,,
2025-05-13 10:40:52,32.8,2025-05-13 10:45:00,,,,
2025-05-13 10:55:52,33.14,2025-05-13 11:00:00,,,,
2025-05-13 11:10:52,33.61,2025-05-13 11:15:00,,,,
2025-05-13 11:25:16,32.86,2025-05-13 11:30:00,,,,
2025-05-13 11:25:52,32.86,2025-05-13 11:30:00,,,,
2025-05-13 11:35:33,32.86,2025-05-13 11:30:00,,,,
2025-05-13 11:40:52,32.56,2025-05-13 11:45:00,,,,
2025-05-13 11:55:51,32.75,2025-05-13 12:00:00,,,,
2025-05-13 12:10:51,33.57,2025-05-13 12:15:00,,,,
2025-05-13 12:25:51,32.29,2025-05-13 12:30:00,,,,
2025-05-13 12:40:51,33.04,2025-05-13 12:45:00,,,,
2025-05-13 12:55:51,32.21,2025-05-13 13:00:00,,,,
2025-05-13 13:10:52,33.01,2025-05-13 13:15:00,,,,
2025-05-13 13:25:51,33.16,2025-05-13 13:30:00,,,,
2025-05-13 13:40:51,31.91,2025-05-13 13:45:00,,,,
2025-05-13 13:55:51,32.48,2025-05-13 14:00:00,,,,
2025-05-13 14:10:51,31.41,2025-05-13 14:15:00,,,,
2025-05-13 14:25:51,32.51,2025-05-13 14:30:00,,,,
2025-05-13 14:40:52,30.99,2025-05-13 14:45:00,,,,
2025-05-13 14:55:52,33.02,2025-05-13 15:00:00,,,,
2025-05-13 15:10:51,34.19,2025-05-13 15:15:00,,,,
2025-05-13 15:25:51,32.32,2025-05-13 15:30:00,,,,
2025-05-13 15:40:51,32.0,2025-05-13 15:45:00,,,,
2025-05-13 15:55:51,32.03,2025-05-13 16:00:00,,,,
2025-05-13 16:10:51,32.43,2025-05-13 16:15:00,,,,
2025-05-13 16:25:52,32.24,2025-05-13 16:30:00,,,,
2025-05-13 16:40:52,31.91,2025-05-13 16:45:00,,,,
2025-05-13 16:55:51,32.54,2025-05-13 17:00:00,,,,
2025-05-13 17:10:51,31.93,2025-05-13 17:15:00,,,,
2025-05-13 17:25:51,31.85,2025-05-13 17:30:00,,,,
2025-05-13 17:40:51,32.72,2025-05-13 17:45:00,,,,
2025-05-14 06:55:54,31.01,2025-05-14 07:00:00,,,,
2025-05-14 07:10:54,32.16,2025-05-14 07:15:00,,,,
2025-05-14 07:25:55,33.42,2025-05-14 07:30:00,,,,
2025-05-14 07:40:55,32.24,2025-05-14 07:45:00,,,,
2025-05-14 07:55:54,31.91,2025-05-14 08:00:00,,,,
2025-05-14 08:10:54,33.89,2025-05-14 08:15:00,,,,
2025-05-14 08:25:54,31.62,2025-05-14 08:30:00,,,,
2025-05-14 08:40:54,33.87,2025-05-14 08:45:00,,,,
2025-05-14 08:55:54,31.91,2025-05-14 09:00:00,,,,
2025-05-14 09:10:54,32.07,2025-05-14 09:15:00,,,,
2025-05-14 09:25:54,32.73,2025-05-14 09:30:00,,,,
2025-05-14 09:33:49,32.73,2025-05-14 09:30:00,,,,
2025-05-14 09:40:54,33.64,2025-05-14 09:45:00,,,,
2025-05-14 09:55:55,32.58,2025-05-14 10:00:00,,,,
2025-05-14 10:10:55,32.56,2025-05-14 10:15:00,,,,
2025-05-14 10:25:54,32.13,2025-05-14 10:30:00,,,,
2025-05-14 10:40:54,33.35,2025-05-14 10:45:00,,,,
2025-05-14 10:50:40,33.35,2025-05-14 10:45:00,,,,
2025-05-14 11:10:54,33.2,2025-05-14 11:15:00,,,,
2025-05-14 11:15:08,33.2,2025-05-14 11:15:00,,,,
2025-05-14 11:25:55,31.54,2025-05-14 11:30:00,,,,
2025-05-14 11:27:16,31.54,2025-05-14 11:30:00,,,,
2025-05-14 11:35:45,31.54,2025-05-14 11:30:00,,,,
2025-05-14 11:36:23,31.54,2025-05-14 11:30:00,,,,
2025-05-14 11:40:54,33.1,2025-05-14 11:45:00,,,,
2025-05-14 11:41:53,33.1,2025-05-14 11:45:00,,,,
2025-05-14 11:55:54,32.37,2025-05-14 12:00:00,,,,
2025-05-14 11:59:06,32.37,2025-05-14 12:00:00,,,,
2025-05-14 12:02:00,32.37,2025-05-14 12:00:00,,,,
2025-05-14 12:10:54,33.36,2025-05-14 12:15:00,,,,
2025-05-14 12:25:54,33.79,2025-05-14 12:30:00,,,,
2025-05-14 12:29:03,33.79,2025-05-14 12:30:00,,,,
2025-05-14 12:40:54,32.78,2025-05-14 12:45:00,,,,
2025-05-14 12:43:07,32.78,2025-05-14 12:45:00,,,,
2025-05-14 12:54:32,32.54,2025-05-14 13:00:00,,,,
2025-05-14 12:55:54,32.54,2025-05-14 13:00:00,,,,
2025-05-14 13:03:05,32.54,2025-05-14 13:00:00,,,,
2025-05-14 13:10:54,36.09,2025-05-14 13:15:00,,,,
2025-05-14 13:25:55,33.61,2025-05-14 13:30:00,,,,
2025-05-14 13:36:54,33.61,2025-05-14 13:30:00,,,,
2025-05-14 13:40:55,32.68,2025-05-14 13:45:00,,,,
2025-05-14 13:48:48,32.68,2025-05-14 13:45:00,,,,
2025-05-14 13:55:55,32.57,2025-05-14 14:00:00,,,,
2025-05-14 14:10:54,32.78,2025-05-14 14:15:00,,,,
2025-05-14 14:25:54,32.91,2025-05-14 14:30:00,,,,
2025-05-14 14:35:31,32.91,2025-05-14 14:30:00,,,,
2025-05-14 14:40:54,32.52,2025-05-14 14:45:00,,,,
2025-05-14 14:47:46,32.52,2025-05-14 14:45:00,,,,
2025-05-14 14:55:54,32.85,2025-05-14 15:00:00,,,,
2025-05-14 15:10:55,32.7,2025-05-14 15:15:00,,,,
2025-05-14 15:17:32,32.7,2025-05-14 15:15:00,,,,
2025-05-14 15:25:55,32.59,2025-05-14 15:30:00,,,,
2025-05-14 15:27:08,32.59,2025-05-14 15:30:00,,,,
2025-05-14 15:40:09,33.69,2025-05-14 15:45:00,,,,
2025-05-14 15:40:54,33.69,2025-05-14 15:45:00,,,,
2025-05-14 16:10:55,32.83,2025-05-14 16:15:00,,,,
2025-05-14 16:16:15,32.83,2025-05-14 16:15:00,,,,
2025-05-14 16:25:55,32.32,2025-05-14 16:30:00,,,,
2025-05-14 16:40:55,31.87,2025-05-14 16:45:00,,,,
2025-05-14 16:55:55,33.15,2025-05-14 17:00:00,,,,
2025-05-14 17:04:29,33.15,2025-05-14 17:00:00,,,,
2025-05-14 17:10:55,33.48,2025-05-14 17:15:00,,,,
2025-05-14 17:25:55,32.53,2025-05-14 17:30:00,,,,
2025-05-14 17:40:55,32.68,2025-05-14 17:45:00,,,,
2025-05-15 06:55:56,32.51,2025-05-15 07:00:00,,,,
2025-05-15 07:10:57,31.53,2025-05-15 07:15:00,,,,
2025-05-15 07:25:57,31.8,2025-05-15 07:30:00,,,,
2025-05-15 07:40:57,31.77,2025-05-15 07:45:00,,,,
2025-05-15 07:55:56,32.05,2025-05-15 08:00:00,,,,
2025-05-15 08:10:56,31.48,2025-05-15 08:15:00,,,,
2025-05-15 08:25:56,32.59,2025-05-15 08:30:00,,,,
2025-05-15 08:40:56,34.19,2025-05-15 08:45:00,,,,
2025-05-15 08:55:56,31.94,2025-05-15 09:00:00,,,,
2025-05-15 09:10:56,32.24,2025-05-15 09:15:00,,,,
2025-05-15 09:25:56,33.38,2025-05-15 09:30:00,,,,
2025-05-15 09:40:56,33.29,2025-05-15 09:45:00,,,,
2025-05-15 09:55:57,32.16,2025-05-15 10:00:00,,,,
2025-05-15 10:10:57,31.89,2025-05-15 10:15:00,,,,
2025-05-15 10:25:57,33.59,2025-05-15 10:30:00,,,,
2025-05-15 10:40:57,32.62,2025-05-15 10:45:00,,,,
2025-05-15 10:55:57,33.59,2025-05-15 11:00:00,,,,
2025-05-15 11:10:57,35.2,2025-05-15 11:15:00,,,,
2025-05-15 11:25:58,33.56,2025-05-15 11:30:00,,,,
2025-05-15 11:40:58,34.02,2025-05-15 11:45:00,,,,
2025-05-15 11:55:57,33.18,2025-05-15 12:00:00,,,,
2025-05-15 12:09:10,33.77,2025-05-15 12:15:00,,,,
2025-05-15 12:10:57,33.77,2025-05-15 12:15:00,,,,
2025-05-15 12:25:57,32.68,2025-05-15 12:30:00,,,,
2025-05-15 12:39:21,33.59,2025-05-15 12:45:00,,,,
2025-05-15 12:40:57,33.59,2025-05-15 12:45:00,,,,
2025-05-15 13:10:58,32.77,2025-05-15 13:15:00,,,,
2025-05-15 13:25:57,32.82,2025-05-15 13:30:00,,,,
2025-05-15 13:40:57,33.59,2025-05-15 13:45:00,,,,
2025-05-15 13:55:57,33.5,2025-05-15 14:00:00,,,,
2025-05-15 14:10:57,31.92,2025-05-15 14:15:00,,,,
2025-05-15 14:25:57,32.74,2025-05-15 14:30:00,,,,
2025-05-15 14:40:16,33.07,2025-05-15 14:45:00,,,,
2025-05-15 14:40:57,33.07,2025-05-15 14:45:00,,,,
2025-05-15 14:48:56,33.07,2025-05-15 14:45:00,,,,
2025-05-15 14:55:57,32.53,2025-05-15 15:00:00,,,,
2025-05-15 15:10:58,32.73,2025-05-15 15:15:00,,,,
2025-05-15 15:25:58,32.78,2025-05-15 15:30:00,,,,
2025-05-15 15:40:57,33.8,2025-05-15 15:45:00,,,,
2025-05-15 15:55:58,32.35,2025-05-15 16:00:00,,,,
2025-05-15 16:10:58,32.75,2025-05-15 16:15:00,,,,
2025-05-15 16:25:57,33.42,2025-05-15 16:30:00,,,,
2025-05-15 16:40:57,34.21,2025-05-15 16:45:00,,,,
2025-05-15 16:55:57,32.56,2025-05-15 17:00:00,,,,
2025-05-15 17:10:57,32.61,2025-05-15 17:15:00,,,,
2025-05-15 17:25:58,33.73,2025-05-15 17:30:00,,,,
2025-05-15 17:40:58,31.27,2025-05-15 17:45:00,,,,
2025-05-16 06:55:59,32.05,2025-05-16 07:00:00,,,,
2025-05-16 07:10:59,32.74,2025-05-16 07:15:00,,,,
2025-05-16 07:25:59,32.48,2025-05-16 07:30:00,,,,
2025-05-16 07:40:59,31.73,2025-05-16 07:45:00,,,,
2025-05-16 07:55:59,33.42,2025-05-16 08:00:00,,,,
2025-05-16 08:11:00,33.74,2025-05-16 08:15:00,,,,
2025-05-16 08:26:00,32.83,2025-05-16 08:30:00,,,,
2025-05-16 08:40:59,33.79,2025-05-16 08:45:00,,,,
2025-05-16 09:11:00,32.9,2025-05-16 09:15:00,,,,
2025-05-16 09:26:00,32.94,2025-05-16 09:30:00,,,,
2025-05-16 09:41:00,33.85,2025-05-16 09:45:00,,,,
2025-05-16 09:56:00,32.37,2025-05-16 10:00:00,,,,
2025-05-16 10:11:00,33.89,2025-05-16 10:15:00,,,,
2025-05-16 10:26:00,33.46,2025-05-16 10:30:00,,,,
2025-05-16 10:41:00,39.19,2025-05-16 10:45:00,,,,
2025-05-16 10:56:01,33.35,2025-05-16 11:00:00,,,,
2025-05-16 11:11:01,33.06,2025-05-16 11:15:00,,,,
2025-05-16 11:17:00,33.06,2025-05-16 11:15:00,,,,
2025-05-16 11:26:01,33.29,2025-05-16 11:30:00,,,,
2025-05-16 11:41:01,34.49,2025-05-16 11:45:00,,,,
2025-05-16 11:56:01,33.9,2025-05-16 12:00:00,,,,
2025-05-16 12:11:01,33.83,2025-05-16 12:15:00,,,,
2025-05-16 12:26:01,33.56,2025-05-16 12:30:00,,,,
2025-05-16 12:41:02,33.64,2025-05-16 12:45:00,,,,
2025-05-16 12:56:02,33.62,2025-05-16 13:00:00,,,,
2025-05-16 13:11:02,32.63,2025-05-16 13:15:00,,,,
2025-05-16 13:26:02,32.55,2025-05-16 13:30:00,,,,
2025-05-16 13:41:02,34.75,2025-05-16 13:45:00,,,,
2025-05-16 13:56:02,33.57,2025-05-16 14:00:00,,,,
2025-05-16 14:11:02,33.53,2025-05-16 14:15:00,,,,
2025-05-16 14:26:03,32.4,2025-05-16 14:30:00,,,,
2025-05-16 14:41:03,33.59,2025-05-16 14:45:00,,,,
2025-05-16 14:56:03,33.94,2025-05-16 15:00:00,,,,
2025-05-16 15:11:03,32.81,2025-05-16 15:15:00,,,,
2025-05-16 15:26:03,33.72,2025-05-16 15:30:00,,,,
2025-05-16 15:41:03,31.97,2025-05-16 15:45:00,,,,
2025-05-16 15:56:03,33.55,2025-05-16 16:00:00,,,,
2025-05-16 16:11:04,33.31,2025-05-16 16:15:00,,,,
2025-05-16 16:26:04,33.22,2025-05-16 16:30:00,,,,
2025-05-16 16:41:03,32.62,2025-05-16 16:45:00,,,,
2025-05-16 17:11:04,33.48,2025-05-16 17:15:00,,,,
2025-05-16 17:26:03,34.65,2025-05-16 17:30:00,,,,
2025-05-16 17:41:03,34.72,2025-05-16 17:45:00,,,,
2025-05-17 06:56:05,32.78,2025-05-17 07:00:00,,,,
2025-05-17 07:11:04,31.82,2025-05-17 07:15:00,,,,
2025-05-17 07:26:04,32.22,2025-05-17 07:30:00,,,,
2025-05-17 07:41:04,32.59,2025-05-17 07:45:00,,,,
2025-05-17 07:56:05,32.92,2025-05-17 08:00:00,,,,
2025-05-17 08:11:05,34.76,2025-05-17 08:15:00,,,,
2025-05-17 08:26:05,32.35,2025-05-17 08:30:00,,,,
2025-05-17 08:41:05,33.87,2025-05-17 08:45:00,,,,
2025-05-17 08:56:01,33.44,2025-05-17 09:00:00,,,,
2025-05-17 09:11:06,31.51,2025-05-17 09:15:00,,,,
2025-05-17 09:26:06,33.86,2025-05-17 09:30:00,,,,
2025-05-17 09:41:05,33.01,2025-05-17 09:45:00,,,,
2025-05-17 10:11:05,33.24,2025-05-17 10:15:00,,,,
2025-05-17 10:26:05,33.34,2025-05-17 10:30:00,,,,
2025-05-17 10:41:05,33.23,2025-05-17 10:45:00,,,,
2025-05-17 11:11:06,32.96,2025-05-17 11:15:00,,,,
2025-05-17 11:26:05,34.0,2025-05-17 11:30:00,,,,
2025-05-17 11:41:05,34.49,2025-05-17 11:45:00,,,,
2025-05-17 12:11:05,34.76,2025-05-17 12:15:00,,,,
2025-05-17 12:26:06,33.69,2025-05-17 12:30:00,,,,
2025-05-17 12:41:06,33.02,2025-05-17 12:45:00,,,,
2025-05-17 13:11:06,35.99,2025-05-17 13:15:00,,,,
2025-05-17 13:26:07,33.52,2025-05-17 13:30:00,,,,
2025-05-17 13:41:07,33.11,2025-05-17 13:45:00,,,,
2025-05-17 13:56:06,33.44,2025-05-17 14:00:00,,,,
2025-05-17 14:11:06,33.61,2025-05-17 14:15:00,,,,
2025-05-17 14:26:06,34.28,2025-05-17 14:30:00,,,,
2025-05-17 14:41:07,33.47,2025-05-17 14:45:00,,,,
2025-05-17 15:11:07,33.8,2025-05-17 15:15:00,,,,
2025-05-17 15:26:07,33.71,2025-05-17 15:30:00,,,,
2025-05-17 15:41:07,33.77,2025-05-17 15:45:00,,,,
2025-05-17 15:56:07,33.4,2025-05-17 16:00:00,,,,
2025-05-17 16:11:07,33.07,2025-05-17 16:15:00,,,,
2025-05-17 16:26:08,33.57,2025-05-17 16:30:00,,,,
2025-05-17 16:41:08,33.1,2025-05-17 16:45:00,,,,
2025-05-17 16:56:07,33.0,2025-05-17 17:00:00,,,,
2025-05-17 17:11:07,33.37,2025-05-17 17:15:00,,,,
2025-05-17 17:26:07,33.36,2025-05-17 17:30:00,,,,
2025-05-17 17:41:07,33.64,2025-05-17 17:45:00,,,,
2025-05-18 06:56:13,33.35,2025-05-18 07:00:00,,,,
2025-05-18 07:11:13,32.14,2025-05-18 07:15:00,,,,
2025-05-18 07:26:13,32.63,2025-05-18 07:30:00,,,,
2025-05-18 07:41:14,32.17,2025-05-18 07:45:00,,,,
2025-05-18 07:56:14,33.21,2025-05-18 08:00:00,,,,
2025-05-18 08:11:14,32.05,2025-05-18 08:15:00,,,,
2025-05-18 08:26:14,33.43,2025-05-18 08:30:00,,,,
2025-05-18 08:41:14,31.77,2025-05-18 08:45:00,,,,
2025-05-18 08:56:14,33.28,2025-05-18 09:00:00,,,,
2025-05-18 09:11:14,33.42,2025-05-18 09:15:00,,,,
2025-05-18 09:26:14,34.32,2025-05-18 09:30:00,,,,
