Datetime,Turbidity,RoundedTime,Receive,Value,Unit,Data Quality
2025-05-18 09:41:15,33.21,2025-05-18 09:45:00,,,,
2025-05-18 09:56:15,33.38,2025-05-18 10:00:00,,,,
2025-05-18 10:11:14,38.04,2025-05-18 10:15:00,,,,
2025-05-18 10:21:26,38.04,2025-05-18 10:15:00,,,,
2025-05-18 10:26:14,34.49,2025-05-18 10:30:00,,,,
2025-05-18 10:41:14,33.97,2025-05-18 10:45:00,,,,
2025-05-18 11:11:14,35.11,2025-05-18 11:15:00,,,,
2025-05-18 11:26:15,35.26,2025-05-18 11:30:00,,,,
2025-05-18 11:41:15,34.03,2025-05-18 11:45:00,,,,
2025-05-18 12:11:14,37.09,2025-05-18 12:15:00,,,,
2025-05-18 12:26:14,35.03,2025-05-18 12:30:00,,,,
2025-05-18 12:41:14,34.31,2025-05-18 12:45:00,,,,
2025-05-18 13:11:14,34.96,2025-05-18 13:15:00,,,,
2025-05-18 13:26:14,34.48,2025-05-18 13:30:00,,,,
2025-05-18 13:41:15,34.53,2025-05-18 13:45:00,,,,
2025-05-18 14:11:15,34.63,2025-05-18 14:15:00,,,,
2025-05-18 14:26:15,35.05,2025-05-18 14:30:00,,,,
2025-05-18 14:41:16,33.73,2025-05-18 14:45:00,,,,
2025-05-18 14:56:16,33.68,2025-05-18 15:00:00,,,,
2025-05-18 15:11:15,34.58,2025-05-18 15:15:00,,,,
2025-05-18 15:26:15,34.42,2025-05-18 15:30:00,,,,
2025-05-18 15:41:15,35.17,2025-05-18 15:45:00,,,,
2025-05-18 16:11:16,35.09,2025-05-18 16:15:00,,,,
2025-05-18 16:26:15,34.0,2025-05-18 16:30:00,,,,
2025-05-18 16:41:15,34.68,2025-05-18 16:45:00,,,,
2025-05-18 17:11:15,33.22,2025-05-18 17:15:00,,,,
2025-05-18 17:26:15,33.96,2025-05-18 17:30:00,,,,
2025-05-18 17:41:15,36.21,2025-05-18 17:45:00,,,,
2025-05-19 06:56:18,31.62,2025-05-19 07:00:00,,,,
2025-05-19 07:11:17,32.33,2025-05-19 07:15:00,,,,
2025-05-19 07:26:17,31.75,2025-05-19 07:30:00,,,,
2025-05-19 07:41:17,32.58,2025-05-19 07:45:00,,,,
2025-05-19 07:56:17,32.95,2025-05-19 08:00:00,,,,
2025-05-19 08:11:18,31.73,2025-05-19 08:15:00,,,,
2025-05-19 08:26:18,32.78,2025-05-19 08:30:00,,,,
2025-05-19 08:41:17,32.09,2025-05-19 08:45:00,,,,
2025-05-19 08:56:17,31.95,2025-05-19 09:00:00,,,,
2025-05-19 09:11:17,33.0,2025-05-19 09:15:00,,,,
2025-05-19 09:26:17,32.87,2025-05-19 09:30:00,,,,
2025-05-19 09:41:17,34.43,2025-05-19 09:45:00,,,,
2025-05-19 09:56:18,33.82,2025-05-19 10:00:00,,,,
2025-05-19 10:11:18,32.66,2025-05-19 10:15:00,,,,
2025-05-19 10:26:17,33.29,2025-05-19 10:30:00,,,,
2025-05-19 10:41:17,33.22,2025-05-19 10:45:00,,,,
2025-05-19 10:56:17,33.43,2025-05-19 11:00:00,,,,
2025-05-19 11:11:17,33.8,2025-05-19 11:15:00,,,,
2025-05-19 11:26:18,33.13,2025-05-19 11:30:00,,,,
2025-05-19 11:41:18,33.8,2025-05-19 11:45:00,,,,
2025-05-19 11:56:18,33.55,2025-05-19 12:00:00,,,,
2025-05-19 12:11:18,32.91,2025-05-19 12:15:00,,,,
2025-05-19 12:26:18,34.95,2025-05-19 12:30:00,,,,
2025-05-19 12:41:18,34.21,2025-05-19 12:45:00,,,,
2025-05-19 12:56:18,33.75,2025-05-19 13:00:00,,,,
2025-05-19 13:11:18,33.43,2025-05-19 13:15:00,,,,
2025-05-19 13:26:19,34.36,2025-05-19 13:30:00,,,,
2025-05-19 13:41:19,33.64,2025-05-19 13:45:00,,,,
2025-05-19 14:11:18,33.8,2025-05-19 14:15:00,,,,
2025-05-19 14:26:18,33.78,2025-05-19 14:30:00,,,,
2025-05-19 14:41:18,33.56,2025-05-19 14:45:00,,,,
2025-05-19 14:56:18,32.49,2025-05-19 15:00:00,,,,
2025-05-19 15:11:19,33.4,2025-05-19 15:15:00,,,,
2025-05-19 15:26:18,32.78,2025-05-19 15:30:00,,,,
2025-05-19 15:41:18,33.3,2025-05-19 15:45:00,,,,
2025-05-19 15:56:18,33.72,2025-05-19 16:00:00,,,,
2025-05-19 16:11:19,33.64,2025-05-19 16:15:00,,,,
2025-05-19 16:26:19,32.98,2025-05-19 16:30:00,,,,
2025-05-19 16:41:19,32.33,2025-05-19 16:45:00,,,,
2025-05-19 16:56:18,33.95,2025-05-19 17:00:00,,,,
2025-05-19 17:11:18,34.08,2025-05-19 17:15:00,,,,
2025-05-19 17:26:18,32.99,2025-05-19 17:30:00,,,,
2025-05-19 17:41:18,32.93,2025-05-19 17:45:00,,,,
2025-05-20 06:56:20,30.05,2025-05-20 07:00:00,,,,
2025-05-20 07:11:20,29.69,2025-05-20 07:15:00,,,,
2025-05-20 07:26:20,30.92,2025-05-20 07:30:00,,,,
2025-05-20 07:41:19,29.85,2025-05-20 07:45:00,,,,
2025-05-20 07:56:19,31.06,2025-05-20 08:00:00,,,,
2025-05-20 08:11:19,31.02,2025-05-20 08:15:00,,,,
2025-05-20 08:26:19,30.02,2025-05-20 08:30:00,,,,
2025-05-20 08:41:20,30.07,2025-05-20 08:45:00,,,,
2025-05-20 08:56:20,30.95,2025-05-20 09:00:00,,,,
2025-05-20 09:11:20,31.22,2025-05-20 09:15:00,,,,
2025-05-20 09:26:19,31.28,2025-05-20 09:30:00,,,,
2025-05-20 09:41:19,30.31,2025-05-20 09:45:00,,,,
2025-05-20 09:56:19,30.32,2025-05-20 10:00:00,,,,
2025-05-20 10:11:20,30.12,2025-05-20 10:15:00,,,,
2025-05-20 10:26:20,30.19,2025-05-20 10:30:00,,,,
2025-05-20 10:41:19,31.0,2025-05-20 10:45:00,,,,
2025-05-20 10:56:19,29.87,2025-05-20 11:00:00,,,,
2025-05-20 11:11:19,31.62,2025-05-20 11:15:00,,,,
2025-05-20 11:26:19,30.41,2025-05-20 11:30:00,,,,
2025-05-20 11:41:20,30.34,2025-05-20 11:45:00,,,,
2025-05-20 11:56:20,30.09,2025-05-20 12:00:00,,,,
2025-05-20 12:11:07,31.38,2025-05-20 12:15:00,,,,
2025-05-20 12:11:20,31.38,2025-05-20 12:15:00,,,,
2025-05-20 12:26:19,30.02,2025-05-20 12:30:00,,,,
2025-05-20 12:41:19,31.39,2025-05-20 12:45:00,,,,
2025-05-20 12:56:19,32.76,2025-05-20 13:00:00,,,,
2025-05-20 13:11:19,30.56,2025-05-20 13:15:00,,,,
2025-05-20 13:26:19,30.35,2025-05-20 13:30:00,,,,
2025-05-20 13:41:20,31.41,2025-05-20 13:45:00,,,,
2025-05-20 13:56:21,30.32,2025-05-20 14:00:00,,,,
2025-05-20 14:11:21,31.27,2025-05-20 14:15:00,,,,
2025-05-20 14:26:21,30.53,2025-05-20 14:30:00,,,,
2025-05-20 14:41:21,29.22,2025-05-20 14:45:00,,,,
2025-05-20 14:56:21,30.87,2025-05-20 15:00:00,,,,
2025-05-20 15:11:22,31.61,2025-05-20 15:15:00,,,,
2025-05-20 15:26:22,31.56,2025-05-20 15:30:00,,,,
2025-05-20 15:41:21,30.86,2025-05-20 15:45:00,,,,
2025-05-20 15:56:21,31.14,2025-05-20 16:00:00,,,,
2025-05-20 16:11:21,31.68,2025-05-20 16:15:00,,,,
2025-05-20 16:26:22,29.97,2025-05-20 16:30:00,,,,
2025-05-20 16:41:22,30.47,2025-05-20 16:45:00,,,,
2025-05-20 16:56:21,31.7,2025-05-20 17:00:00,,,,
2025-05-20 17:11:22,30.97,2025-05-20 17:15:00,,,,
2025-05-20 17:26:21,32.3,2025-05-20 17:30:00,,,,
2025-05-20 17:41:21,31.18,2025-05-20 17:45:00,,,,
2025-05-21 06:56:24,29.14,2025-05-21 07:00:00,,,,
2025-05-21 07:11:24,29.31,2025-05-21 07:15:00,,,,
2025-05-21 07:21:56,29.31,2025-05-21 07:15:00,,,,
2025-05-21 07:26:23,29.1,2025-05-21 07:30:00,,,,
2025-05-21 07:41:23,27.8,2025-05-21 07:45:00,,,,
2025-05-21 07:56:23,29.31,2025-05-21 08:00:00,,,,
2025-05-21 08:11:23,28.98,2025-05-21 08:15:00,,,,
2025-05-21 08:26:24,28.54,2025-05-21 08:30:00,,,,
2025-05-21 08:41:23,28.92,2025-05-21 08:45:00,,,,
2025-05-21 08:56:23,28.56,2025-05-21 09:00:00,,,,
2025-05-21 09:09:41,29.55,2025-05-21 09:15:00,,,,
2025-05-21 09:10:11,29.55,2025-05-21 09:15:00,,,,
2025-05-21 09:11:23,29.55,2025-05-21 09:15:00,,,,
2025-05-21 09:26:24,29.86,2025-05-21 09:30:00,,,,
2025-05-21 09:40:11,28.47,2025-05-21 09:45:00,,,,
2025-05-21 09:41:24,28.47,2025-05-21 09:45:00,,,,
2025-05-21 09:56:24,30.4,2025-05-21 10:00:00,,,,
2025-05-21 10:11:23,30.23,2025-05-21 10:15:00,,,,
2025-05-21 10:15:23,30.23,2025-05-21 10:15:00,,,,
2025-05-21 10:26:23,28.74,2025-05-21 10:30:00,,,,
2025-05-21 10:41:23,29.41,2025-05-21 10:45:00,,,,
2025-05-21 10:56:23,27.86,2025-05-21 11:00:00,,,,
2025-05-21 11:11:23,29.13,2025-05-21 11:15:00,,,,
2025-05-21 11:26:24,29.73,2025-05-21 11:30:00,,,,
2025-05-21 11:41:24,28.94,2025-05-21 11:45:00,,,,
2025-05-21 11:56:23,29.17,2025-05-21 12:00:00,,,,
2025-05-21 12:11:23,29.8,2025-05-21 12:15:00,,,,
2025-05-21 12:26:23,30.36,2025-05-21 12:30:00,,,,
2025-05-21 12:41:23,31.76,2025-05-21 12:45:00,,,,
2025-05-21 12:56:24,27.81,2025-05-21 13:00:00,,,,
2025-05-21 13:11:23,30.55,2025-05-21 13:15:00,,,,
2025-05-21 13:26:23,30.92,2025-05-21 13:30:00,,,,
2025-05-21 13:41:23,30.4,2025-05-21 13:45:00,,,,
2025-05-21 13:56:24,30.1,2025-05-21 14:00:00,,,,
2025-05-21 14:11:24,28.85,2025-05-21 14:15:00,,,,
2025-05-21 14:26:23,28.36,2025-05-21 14:30:00,,,,
2025-05-21 14:41:23,29.16,2025-05-21 14:45:00,,,,
2025-05-21 14:56:23,29.63,2025-05-21 15:00:00,,,,
2025-05-21 15:11:23,30.22,2025-05-21 15:15:00,,,,
2025-05-21 15:26:24,29.4,2025-05-21 15:30:00,,,,
2025-05-21 15:41:24,29.02,2025-05-21 15:45:00,,,,
2025-05-21 15:56:23,29.62,2025-05-21 16:00:00,,,,
2025-05-21 16:11:23,28.61,2025-05-21 16:15:00,,,,
2025-05-21 16:26:23,29.29,2025-05-21 16:30:00,,,,
2025-05-21 16:41:23,29.75,2025-05-21 16:45:00,,,,
2025-05-21 16:56:24,29.4,2025-05-21 17:00:00,,,,
2025-05-21 17:11:24,29.45,2025-05-21 17:15:00,,,,
2025-05-21 17:26:24,30.36,2025-05-21 17:30:00,,,,
2025-05-21 17:41:23,29.47,2025-05-21 17:45:00,,,,
2025-05-22 06:56:24,27.76,2025-05-22 07:00:00,,,,
2025-05-22 07:11:24,28.2,2025-05-22 07:15:00,,,,
2025-05-22 07:26:25,28.75,2025-05-22 07:30:00,,,,
2025-05-22 07:41:25,28.24,2025-05-22 07:45:00,,,,
2025-05-22 07:56:24,27.39,2025-05-22 08:00:00,,,,
2025-05-22 08:11:24,28.44,2025-05-22 08:15:00,,,,
2025-05-22 08:26:24,28.49,2025-05-22 08:30:00,,,,
2025-05-22 08:41:25,29.22,2025-05-22 08:45:00,,,,
2025-05-22 08:56:25,28.07,2025-05-22 09:00:00,,,,
2025-05-22 09:11:24,27.44,2025-05-22 09:15:00,,,,
2025-05-22 09:26:25,28.78,2025-05-22 09:30:00,,,,
2025-05-22 09:41:25,28.35,2025-05-22 09:45:00,,,,
2025-05-22 09:56:25,28.05,2025-05-22 10:00:00,,,,
2025-05-22 10:11:25,27.87,2025-05-22 10:15:00,,,,
2025-05-22 10:26:25,27.63,2025-05-22 10:30:00,,,,
2025-05-22 10:41:25,29.76,2025-05-22 10:45:00,,,,
2025-05-22 10:56:26,29.02,2025-05-22 11:00:00,,,,
2025-05-22 11:11:26,28.26,2025-05-22 11:15:00,,,,
2025-05-22 11:26:26,27.88,2025-05-22 11:30:00,,,,
2025-05-22 11:41:26,27.91,2025-05-22 11:45:00,,,,
2025-05-22 11:56:26,28.92,2025-05-22 12:00:00,,,,
2025-05-22 12:11:26,29.33,2025-05-22 12:15:00,,,,
2025-05-22 12:26:26,29.08,2025-05-22 12:30:00,,,,
2025-05-22 12:41:27,30.96,2025-05-22 12:45:00,,,,
2025-05-22 12:56:27,28.19,2025-05-22 13:00:00,,,,
2025-05-22 13:11:26,27.88,2025-05-22 13:15:00,,,,
2025-05-22 15:41:27,32.49,2025-05-22 15:45:00,,,,
2025-05-22 16:11:26,34.59,2025-05-22 16:15:00,,,,
2025-05-22 16:26:27,32.37,2025-05-22 16:30:00,,,,
2025-05-22 16:41:27,32.25,2025-05-22 16:45:00,,,,
2025-05-22 17:11:27,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:13:44,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:15:08,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:15:46,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:16:03,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:18:53,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:19:16,34.34,2025-05-22 17:15:00,,,,
2025-05-22 17:26:28,33.82,2025-05-22 17:30:00,,,,
2025-05-22 17:41:28,31.67,2025-05-22 17:45:00,,,,
2025-05-22 17:51:39,31.67,2025-05-22 17:45:00,,,,
2025-05-23 06:56:30,32.48,2025-05-23 07:00:00,,,,
2025-05-23 07:11:30,31.83,2025-05-23 07:15:00,,,,
2025-05-23 07:26:31,31.91,2025-05-23 07:30:00,,,,
2025-05-23 07:41:31,31.73,2025-05-23 07:45:00,,,,
2025-05-23 07:56:31,31.42,2025-05-23 08:00:00,,,,
2025-05-23 08:11:31,33.25,2025-05-23 08:15:00,,,,
2025-05-23 08:26:31,31.34,2025-05-23 08:30:00,,,,
2025-05-23 08:41:31,31.49,2025-05-23 08:45:00,,,,
2025-05-23 08:56:31,31.43,2025-05-23 09:00:00,,,,
2025-05-23 09:11:32,31.46,2025-05-23 09:15:00,,,,
2025-05-23 09:26:32,31.97,2025-05-23 09:30:00,,,,
2025-05-23 09:41:32,31.04,2025-05-23 09:45:00,,,,
2025-05-23 09:56:32,32.05,2025-05-23 10:00:00,,,,
2025-05-23 10:11:32,30.88,2025-05-23 10:15:00,,,,
2025-05-23 10:26:33,33.2,2025-05-23 10:30:00,,,,
2025-05-23 10:41:33,30.56,2025-05-23 10:45:00,,,,
2025-05-23 10:56:32,30.58,2025-05-23 11:00:00,,,,
2025-05-23 11:11:32,31.16,2025-05-23 11:15:00,,,,
2025-05-23 11:26:32,30.8,2025-05-23 11:30:00,,,,
2025-05-23 11:41:32,31.02,2025-05-23 11:45:00,,,,
2025-05-23 11:56:33,31.75,2025-05-23 12:00:00,,,,
2025-05-23 12:11:33,32.81,2025-05-23 12:15:00,,,,
2025-05-23 12:26:33,32.11,2025-05-23 12:30:00,,,,
2025-05-23 12:41:32,31.49,2025-05-23 12:45:00,,,,
2025-05-23 12:56:32,32.41,2025-05-23 13:00:00,,,,
2025-05-23 12:57:51,32.41,2025-05-23 13:00:00,,,,
2025-05-23 13:11:32,31.96,2025-05-23 13:15:00,,,,
2025-05-23 13:26:32,31.57,2025-05-23 13:30:00,,,,
2025-05-23 13:41:33,32.42,2025-05-23 13:45:00,,,,
2025-05-23 13:56:33,31.51,2025-05-23 14:00:00,,,,
2025-05-23 14:11:32,33.6,2025-05-23 14:15:00,,,,
2025-05-23 14:26:32,32.59,2025-05-23 14:30:00,,,,
2025-05-23 14:41:32,32.38,2025-05-23 14:45:00,,,,
2025-05-23 14:56:32,33.23,2025-05-23 15:00:00,,,,
2025-05-23 15:11:33,33.02,2025-05-23 15:15:00,,,,
2025-05-23 15:26:32,32.33,2025-05-23 15:30:00,,,,
2025-05-23 15:41:32,31.8,2025-05-23 15:45:00,,,,
2025-05-23 15:56:32,31.48,2025-05-23 16:00:00,,,,
2025-05-23 16:11:32,31.81,2025-05-23 16:15:00,,,,
2025-05-23 16:14:56,31.81,2025-05-23 16:15:00,,,,
2025-05-23 16:26:33,31.04,2025-05-23 16:30:00,,,,
2025-05-23 16:41:33,32.37,2025-05-23 16:45:00,,,,
2025-05-23 16:56:32,31.84,2025-05-23 17:00:00,,,,
2025-05-23 17:11:32,32.33,2025-05-23 17:15:00,,,,
2025-05-23 17:26:32,32.41,2025-05-23 17:30:00,,,,
2025-05-23 17:41:32,32.35,2025-05-23 17:45:00,,,,
2025-05-24 06:56:34,31.39,2025-05-24 07:00:00,,,,
2025-05-24 07:11:34,31.73,2025-05-24 07:15:00,,,,
2025-05-24 07:26:34,33.18,2025-05-24 07:30:00,,,,
2025-05-24 07:41:35,32.48,2025-05-24 07:45:00,,,,
2025-05-24 07:56:34,31.34,2025-05-24 08:00:00,,,,
2025-05-24 08:11:34,31.47,2025-05-24 08:15:00,,,,
2025-05-24 08:17:33,31.47,2025-05-24 08:15:00,,,,
2025-05-24 08:26:34,30.68,2025-05-24 08:30:00,,,,
2025-05-24 08:41:34,31.24,2025-05-24 08:45:00,,,,
2025-05-24 08:56:35,32.17,2025-05-24 09:00:00,,,,
2025-05-24 09:11:35,32.76,2025-05-24 09:15:00,,,,
2025-05-24 09:26:34,31.95,2025-05-24 09:30:00,,,,
2025-05-24 09:41:34,32.38,2025-05-24 09:45:00,,,,
2025-05-24 09:56:34,30.4,2025-05-24 10:00:00,,,,
2025-05-24 10:11:35,32.63,2025-05-24 10:15:00,,,,
2025-05-24 10:26:34,31.98,2025-05-24 10:30:00,,,,
2025-05-24 10:41:34,32.17,2025-05-24 10:45:00,,,,
2025-05-24 10:56:34,31.61,2025-05-24 11:00:00,,,,
2025-05-24 11:11:34,33.33,2025-05-24 11:15:00,,,,
2025-05-24 11:26:35,35.71,2025-05-24 11:30:00,,,,
2025-05-24 11:41:35,33.21,2025-05-24 11:45:00,,,,
2025-05-24 11:56:34,31.53,2025-05-24 12:00:00,,,,
2025-05-24 12:11:34,32.45,2025-05-24 12:15:00,,,,
2025-05-24 12:26:34,32.53,2025-05-24 12:30:00,,,,
2025-05-24 12:41:34,32.08,2025-05-24 12:45:00,,,,
2025-05-24 12:56:35,33.72,2025-05-24 13:00:00,,,,
2025-05-24 13:11:34,31.72,2025-05-24 13:15:00,,,,
2025-05-24 13:26:34,35.52,2025-05-24 13:30:00,,,,
2025-05-24 13:41:35,32.4,2025-05-24 13:45:00,,,,
2025-05-24 13:56:34,32.96,2025-05-24 14:00:00,,,,
2025-05-24 14:11:34,31.56,2025-05-24 14:15:00,,,,
2025-05-24 14:26:34,32.18,2025-05-24 14:30:00,,,,
2025-05-24 14:41:34,31.5,2025-05-24 14:45:00,,,,
2025-05-24 14:56:35,31.76,2025-05-24 15:00:00,,,,
2025-05-24 15:11:35,34.19,2025-05-24 15:15:00,,,,
2025-05-24 15:26:35,32.44,2025-05-24 15:30:00,,,,
2025-05-24 15:40:13,33.99,2025-05-24 15:45:00,,,,
2025-05-24 15:41:35,33.99,2025-05-24 15:45:00,,,,
2025-05-24 15:56:35,33.07,2025-05-24 16:00:00,,,,
2025-05-24 16:11:36,31.89,2025-05-24 16:15:00,,,,
2025-05-24 16:26:36,32.52,2025-05-24 16:30:00,,,,
2025-05-24 16:41:35,31.83,2025-05-24 16:45:00,,,,
2025-05-24 16:56:35,32.28,2025-05-24 17:00:00,,,,
2025-05-24 17:11:35,34.18,2025-05-24 17:15:00,,,,
2025-05-24 17:26:36,31.67,2025-05-24 17:30:00,,,,
2025-05-24 17:41:36,32.02,2025-05-24 17:45:00,,,,
2025-05-25 06:56:39,32.24,2025-05-25 07:00:00,,,,
2025-05-25 07:11:39,32.95,2025-05-25 07:15:00,,,,
2025-05-25 07:26:39,30.72,2025-05-25 07:30:00,,,,
2025-05-25 07:41:40,33.0,2025-05-25 07:45:00,,,,
2025-05-25 07:56:40,32.49,2025-05-25 08:00:00,,,,
2025-05-25 08:11:39,31.73,2025-05-25 08:15:00,,,,
2025-05-25 08:26:39,32.23,2025-05-25 08:30:00,,,,
2025-05-25 08:41:39,32.68,2025-05-25 08:45:00,,,,
2025-05-25 08:56:40,31.43,2025-05-25 09:00:00,,,,
2025-05-25 09:11:40,31.36,2025-05-25 09:15:00,,,,
2025-05-25 09:20:53,31.36,2025-05-25 09:15:00,,,,
2025-05-25 09:26:40,31.15,2025-05-25 09:30:00,,,,
2025-05-25 09:41:40,31.82,2025-05-25 09:45:00,,,,
2025-05-25 09:56:40,30.91,2025-05-25 10:00:00,,,,
2025-05-25 10:11:40,31.33,2025-05-25 10:15:00,,,,
2025-05-25 10:26:40,31.9,2025-05-25 10:30:00,,,,
2025-05-25 10:41:41,31.65,2025-05-25 10:45:00,,,,
2025-05-25 10:56:41,31.92,2025-05-25 11:00:00,,,,
2025-05-25 11:11:41,31.0,2025-05-25 11:15:00,,,,
2025-05-25 11:26:41,32.12,2025-05-25 11:30:00,,,,
2025-05-25 11:41:41,32.01,2025-05-25 11:45:00,,,,
2025-05-25 11:56:41,31.13,2025-05-25 12:00:00,,,,
2025-05-25 12:11:41,31.95,2025-05-25 12:15:00,,,,
2025-05-25 12:26:42,31.69,2025-05-25 12:30:00,,,,
2025-05-25 12:41:42,32.63,2025-05-25 12:45:00,,,,
2025-05-25 12:56:41,33.11,2025-05-25 13:00:00,,,,
2025-05-25 13:11:42,32.84,2025-05-25 13:15:00,,,,
2025-05-25 13:26:41,32.61,2025-05-25 13:30:00,,,,
2025-05-25 13:41:41,33.35,2025-05-25 13:45:00,,,,
2025-05-25 13:56:41,33.06,2025-05-25 14:00:00,,,,
2025-05-25 14:11:41,32.6,2025-05-25 14:15:00,,,,
2025-05-25 14:26:42,39.14,2025-05-25 14:30:00,,,,
2025-05-25 14:41:42,32.71,2025-05-25 14:45:00,,,,
2025-05-25 14:56:41,33.4,2025-05-25 15:00:00,,,,
2025-05-25 15:11:41,32.34,2025-05-25 15:15:00,,,,
2025-05-25 15:26:41,32.63,2025-05-25 15:30:00,,,,
2025-05-25 15:41:41,32.73,2025-05-25 15:45:00,,,,
2025-05-25 15:56:42,32.32,2025-05-25 16:00:00,,,,
2025-05-25 16:11:42,32.55,2025-05-25 16:15:00,,,,
2025-05-25 16:26:41,32.25,2025-05-25 16:30:00,,,,
2025-05-25 16:41:41,32.0,2025-05-25 16:45:00,,,,
2025-05-25 16:56:42,32.44,2025-05-25 17:00:00,,,,
2025-05-25 17:11:41,31.9,2025-05-25 17:15:00,,,,
2025-05-25 17:26:42,33.05,2025-05-25 17:30:00,,,,
2025-05-25 17:41:42,32.36,2025-05-25 17:45:00,,,,
2025-05-26 06:56:46,30.99,2025-05-26 07:00:00,,,,
2025-05-26 07:11:47,31.58,2025-05-26 07:15:00,,,,
2025-05-26 07:26:47,31.17,2025-05-26 07:30:00,,,,
2025-05-26 07:41:46,31.98,2025-05-26 07:45:00,,,,
2025-05-26 07:56:46,30.31,2025-05-26 08:00:00,,,,
2025-05-26 08:11:47,29.87,2025-05-26 08:15:00,,,,
2025-05-26 08:26:47,32.71,2025-05-26 08:30:00,,,,
2025-05-26 08:41:46,30.45,2025-05-26 08:45:00,,,,
2025-05-26 08:56:46,32.14,2025-05-26 09:00:00,,,,
2025-05-26 09:11:46,31.23,2025-05-26 09:15:00,,,,
2025-05-26 09:26:46,32.09,2025-05-26 09:30:00,,,,
2025-05-26 09:41:47,31.91,2025-05-26 09:45:00,,,,
2025-05-26 09:56:47,32.2,2025-05-26 10:00:00,,,,
2025-05-26 10:11:46,32.01,2025-05-26 10:15:00,,,,
2025-05-26 10:26:46,30.55,2025-05-26 10:30:00,,,,
2025-05-26 10:41:46,30.84,2025-05-26 10:45:00,,,,
2025-05-26 10:56:47,30.92,2025-05-26 11:00:00,,,,
2025-05-26 11:11:47,30.42,2025-05-26 11:15:00,,,,
2025-05-26 11:26:47,31.34,2025-05-26 11:30:00,,,,
2025-05-26 11:41:47,30.92,2025-05-26 11:45:00,,,,
2025-05-26 11:47:37,30.92,2025-05-26 11:45:00,,,,
2025-05-26 11:51:08,30.92,2025-05-26 11:45:00,,,,
2025-05-26 11:56:47,31.65,2025-05-26 12:00:00,,,,
2025-05-26 12:11:47,32.23,2025-05-26 12:15:00,,,,
2025-05-26 12:19:21,32.23,2025-05-26 12:15:00,,,,
2025-05-26 12:21:08,32.23,2025-05-26 12:15:00,,,,
2025-05-26 12:26:47,31.24,2025-05-26 12:30:00,,,,
2025-05-26 12:41:47,29.64,2025-05-26 12:45:00,,,,
2025-05-26 12:56:47,32.98,2025-05-26 13:00:00,,,,
2025-05-26 13:11:47,31.36,2025-05-26 13:15:00,,,,
2025-05-26 13:26:47,31.27,2025-05-26 13:30:00,,,,
2025-05-26 13:41:47,30.78,2025-05-26 13:45:00,,,,
2025-05-26 13:56:48,29.69,2025-05-26 14:00:00,,,,
2025-05-26 14:11:48,32.1,2025-05-26 14:15:00,,,,
